ID,Tournament,Date,Home Team,Away Team,Home Goals,Away Goals,Home Stadium or Not
400,Friendly,1913-05-01,Italy,Belgium,1.0,0.0,1
401,Friendly,1913-05-04,Russia,Sweden,1.0,4.0,1
402,Friendly,1913-05-04,Switzerland,Belgium,1.0,2.0,1
403,Friendly,1913-05-18,Germany,Switzerland,1.0,2.0,1
404,Friendly,1913-05-18,Hungary,Sweden,2.0,0.0,1
405,Friendly,1913-05-25,Denmark,Sweden,8.0,0.0,1
406,Friendly,1913-06-08,Sweden,Norway,9.0,0.0,1
407,Friendly,1913-06-15,Argentina,Uruguay,1.0,1.0,1
408,Friendly,1913-06-15,Austria,Italy,2.0,0.0,1
409,Friendly,1913-07-09,Argentina,Uruguay,2.0,1.0,1
410,Copa Lipton,1913-08-15,Argentina,Uruguay,4.0,0.0,1
411,Copa Premio Honor Argentino,1913-08-31,Argentina,Uruguay,2.0,0.0,1
412,Friendly,1913-09-14,Russia,Norway,1.0,1.0,1
413,Friendly,1913-09-21,Chile,Argentina,0.0,2.0,1
414,Friendly,1913-10-05,Sweden,Denmark,0.0,10.0,1
415,Copa Premio Honor Uruguayo,1913-10-05,Uruguay,Argentina,1.0,0.0,1
416,Friendly,1913-10-26,Germany,Denmark,1.0,4.0,1
417,Friendly,1913-10-26,Hungary,Austria,4.0,3.0,1
418,Friendly,1913-10-26,Norway,Sweden,1.0,1.0,1
419,Copa Newton,1913-10-26,Uruguay,Argentina,1.0,0.0,1
420,Friendly,1913-11-02,Belgium,Switzerland,2.0,0.0,1
421,Friendly,1913-11-23,Belgium,Germany,6.0,2.0,1
422,Friendly,1914-01-11,Italy,Austria,0.0,0.0,1
423,British Home Championship,1914-01-19,Wales,Northern Ireland,1.0,2.0,1
424,Friendly,1914-01-25,France,Belgium,4.0,3.0,1
425,Friendly,1914-02-08,Luxembourg,France,5.0,4.0,1
426,British Home Championship,1914-02-14,England,Northern Ireland,0.0,3.0,1
427,British Home Championship,1914-02-28,Scotland,Wales,0.0,0.0,1
428,Friendly,1914-03-08,France,Switzerland,2.0,2.0,1
429,British Home Championship,1914-03-14,Northern Ireland,Scotland,1.0,1.0,1
430,Friendly,1914-03-15,Belgium,Netherlands,2.0,4.0,1
431,British Home Championship,1914-03-16,Wales,England,0.0,2.0,1
432,Friendly,1914-03-29,Italy,France,2.0,0.0,1
433,Muratti Vase,1914-04-02,Guernsey,Alderney,4.0,0.0,0
434,British Home Championship,1914-04-04,Scotland,England,3.0,1.0,1
435,Friendly,1914-04-05,Italy,Switzerland,1.0,1.0,1
436,Friendly,1914-04-05,Netherlands,Germany,4.0,4.0,1
437,Muratti Vase,1914-04-23,Guernsey,Jersey,2.0,1.0,1
438,Friendly,1914-04-26,Netherlands,Belgium,4.0,2.0,1
439,Friendly,1914-05-03,Austria,Hungary,2.0,0.0,1
440,Friendly,1914-05-17,Denmark,Netherlands,4.0,3.0,1
441,Friendly,1914-05-17,Switzerland,Italy,0.0,1.0,1
442,Friendly,1914-05-24,Sweden,Finland,4.0,3.0,1
443,Friendly,1914-05-31,Hungary,France,5.0,1.0,1
444,Friendly,1914-06-21,Sweden,Hungary,1.0,1.0,1
445,Friendly,1914-06-28,Norway,Sweden,0.0,1.0,1
446,Friendly,1914-07-05,Sweden,Russia,2.0,2.0,1
447,Friendly,1914-07-12,Norway,Russia,1.0,1.0,1
448,Copa Premio Honor Uruguayo,1914-08-30,Uruguay,Argentina,3.0,2.0,1
449,Copa Premio Honor Argentino,1914-09-13,Argentina,Uruguay,2.0,1.0,1
450,Friendly,1914-09-20,Argentina,Brazil,3.0,0.0,1
451,Copa Roca,1914-09-27,Argentina,Brazil,0.0,1.0,1
452,Friendly,1914-10-04,Hungary,Austria,2.0,2.0,1
453,Friendly,1914-10-25,Sweden,Norway,7.0,0.0,1
454,Friendly,1914-11-08,Austria,Hungary,1.0,2.0,1
455,Friendly,1915-01-03,Basque Country,Catalonia,6.0,1.0,1
456,Friendly,1915-01-31,Italy,Switzerland,3.0,1.0,1
457,Friendly,1915-02-07,Catalonia,Basque Country,2.0,2.0,1
458,Friendly,1915-05-02,Hungary,Austria,2.0,5.0,1
459,Friendly,1915-05-13,Basque Country,Catalonia,1.0,0.0,1
460,Far Eastern Championship Games,1915-05-18,China,Philippines,0.0,0.0,1
461,Far Eastern Championship Games,1915-05-19,China,Philippines,1.0,0.0,1
462,Friendly,1915-05-30,Austria,Hungary,1.0,2.0,1
463,Friendly,1915-06-06,Denmark,Sweden,2.0,0.0,1
464,Friendly,1915-06-27,Norway,Sweden,1.0,1.0,1
465,Copa Premio Honor Uruguayo,1915-07-18,Uruguay,Argentina,2.0,3.0,1
466,Copa Lipton,1915-08-15,Argentina,Uruguay,2.0,1.0,1
467,Copa Newton,1915-09-12,Uruguay,Argentina,2.0,0.0,1
468,Friendly,1915-09-19,Denmark,Norway,8.0,1.0,1
469,Friendly,1915-10-03,Austria,Hungary,4.0,2.0,1
470,Friendly,1915-10-24,Sweden,Norway,5.0,2.0,1
471,Friendly,1915-10-31,Sweden,Denmark,0.0,2.0,1
472,Friendly,1915-11-07,Hungary,Austria,6.0,2.0,1
473,Friendly,1916-05-07,Austria,Hungary,3.0,1.0,1
474,Friendly,1916-05-21,Catalonia,Basque Country,1.0,3.0,1
475,Friendly,1916-05-22,Catalonia,Basque Country,0.0,0.0,1
476,Friendly,1916-06-04,Denmark,Sweden,2.0,0.0,1
477,Friendly,1916-06-04,Hungary,Austria,2.0,1.0,1
478,Friendly,1916-06-04,Basque Country,Catalonia,5.0,0.0,1
479,Friendly,1916-06-25,Norway,Denmark,0.0,2.0,1
480,Copa América,1916-07-02,Chile,Uruguay,0.0,4.0,0
481,Friendly,1916-07-02,Sweden,Norway,6.0,0.0,1
482,Copa América,1916-07-06,Argentina,Chile,6.0,1.0,1
483,Copa América,1916-07-08,Brazil,Chile,1.0,1.0,0
484,Copa América,1916-07-10,Argentina,Brazil,1.0,1.0,1
485,Friendly,1916-07-12,Argentina,Chile,1.0,0.0,1
486,Copa América,1916-07-12,Brazil,Uruguay,1.0,2.0,0
487,Friendly,1916-07-14,Uruguay,Chile,4.0,1.0,1
488,Copa América,1916-07-17,Argentina,Uruguay,0.0,0.0,1
489,Friendly,1916-07-18,Uruguay,Brazil,0.0,1.0,1
490,Copa Newton,1916-08-15,Argentina,Uruguay,3.0,1.0,1
491,Copa Lipton,1916-08-15,Uruguay,Argentina,1.0,2.0,1
492,Friendly,1916-08-20,Sweden,United States,2.0,3.0,1
493,Friendly,1916-09-03,Norway,United States,1.0,1.0,1
494,Friendly,1916-10-01,Argentina,Uruguay,7.0,2.0,1
495,Friendly,1916-10-01,Hungary,Austria,2.0,3.0,1
496,Friendly,1916-10-01,Norway,Sweden,0.0,0.0,1
497,Copa Premio Honor Uruguayo,1916-10-01,Uruguay,Argentina,0.0,1.0,1
498,Friendly,1916-10-08,Sweden,Denmark,4.0,0.0,1
499,Friendly,1916-10-15,Denmark,Norway,8.0,0.0,1
500,Friendly,1916-10-29,Uruguay,Argentina,3.0,1.0,1
501,Friendly,1916-11-05,Austria,Hungary,3.0,3.0,1
502,Friendly,1917-05-06,Austria,Hungary,1.0,1.0,1
503,Friendly,1917-05-07,Japan,Philippines,2.0,15.0,1
504,Far Eastern Championship Games,1917-05-09,Japan,China,0.0,5.0,1
505,Far Eastern Championship Games,1917-05-10,Japan,Philippines,2.0,15.0,1
506,Far Eastern Championship Games,1917-05-11,China,Philippines,3.0,0.0,0
507,Friendly,1917-06-03,Denmark,Sweden,1.0,1.0,1
508,Friendly,1917-06-03,Hungary,Austria,6.0,2.0,1
509,Friendly,1917-06-17,Norway,Denmark,1.0,2.0,1
510,Friendly,1917-07-15,Austria,Hungary,1.0,4.0,1
511,Copa Premio Honor Uruguayo,1917-07-18,Uruguay,Argentina,0.0,2.0,1
512,Copa Lipton,1917-08-15,Argentina,Uruguay,1.0,0.0,1
513,Friendly,1917-08-19,Sweden,Norway,3.0,3.0,1
514,Copa Newton,1917-09-02,Uruguay,Argentina,1.0,0.0,1
515,Friendly,1917-09-16,Norway,Sweden,0.0,2.0,1
516,Copa América,1917-09-30,Uruguay,Chile,4.0,0.0,1
517,Copa América,1917-10-03,Argentina,Brazil,4.0,2.0,0
518,Copa América,1917-10-06,Argentina,Chile,1.0,0.0,0
519,Friendly,1917-10-07,Denmark,Norway,12.0,0.0,1
520,Friendly,1917-10-07,Hungary,Austria,2.0,1.0,1
521,Copa América,1917-10-07,Uruguay,Brazil,4.0,0.0,1
522,Copa América,1917-10-12,Brazil,Chile,5.0,0.0,0
523,Friendly,1917-10-14,Sweden,Denmark,1.0,2.0,1
524,Copa América,1917-10-14,Uruguay,Argentina,1.0,0.0,1
525,Friendly,1917-10-16,Uruguay,Brazil,3.0,1.0,1
526,Friendly,1917-11-04,Austria,Hungary,1.0,2.0,1
527,Friendly,1917-12-23,Switzerland,Austria,0.0,1.0,1
528,Friendly,1917-12-26,Switzerland,Austria,3.0,2.0,1
529,Friendly,1918-04-14,Hungary,Austria,2.0,0.0,1
530,Friendly,1918-05-09,Austria,Switzerland,5.0,1.0,1
531,Friendly,1918-05-12,Hungary,Switzerland,2.0,1.0,1
532,Friendly,1918-05-26,Sweden,Norway,2.0,0.0,1
533,Friendly,1918-06-02,Austria,Hungary,0.0,2.0,1
534,Friendly,1918-06-02,Denmark,Sweden,3.0,0.0,1
535,Friendly,1918-06-16,Norway,Denmark,3.0,1.0,1
536,Copa Premio Honor Uruguayo,1918-07-18,Uruguay,Argentina,1.0,1.0,1
537,Copa Premio Honor Uruguayo,1918-07-28,Uruguay,Argentina,3.0,1.0,1
538,Copa Premio Honor Argentino,1918-08-15,Argentina,Uruguay,0.0,0.0,1
539,Copa Premio Honor Argentino,1918-08-25,Argentina,Uruguay,2.0,1.0,1
540,Friendly,1918-09-15,Norway,Sweden,2.0,1.0,1
541,Copa Lipton,1918-09-20,Uruguay,Argentina,1.0,1.0,1
542,Copa Newton,1918-09-29,Argentina,Uruguay,2.0,0.0,1
543,Friendly,1918-10-06,Austria,Hungary,0.0,3.0,1
544,Friendly,1918-10-06,Denmark,Norway,4.0,0.0,1
545,Friendly,1918-10-20,Sweden,Denmark,1.0,2.0,1
546,Friendly,1919-03-09,Belgium,France,2.0,2.0,1
547,Friendly,1919-04-06,Hungary,Austria,2.0,1.0,1
548,Muratti Vase,1919-04-21,Guernsey,Jersey,2.0,0.0,1
549,Copa América,1919-05-11,Brazil,Chile,6.0,0.0,1
550,Friendly,1919-05-11,Paraguay,Argentina,1.0,5.0,1
551,Far Eastern Championship Games,1919-05-12,Philippines,China,0.0,2.0,1
552,Copa América,1919-05-13,Argentina,Uruguay,2.0,3.0,0
553,Far Eastern Championship Games,1919-05-13,Philippines,China,2.0,1.0,1
554,Friendly,1919-05-15,Paraguay,Argentina,0.0,3.0,1
555,Far Eastern Championship Games,1919-05-15,Philippines,China,1.0,2.0,1
556,Copa América,1919-05-17,Chile,Uruguay,0.0,2.0,0
557,Copa América,1919-05-18,Brazil,Argentina,3.0,1.0,1
558,Friendly,1919-05-21,Paraguay,Argentina,1.0,2.0,1
559,Copa América,1919-05-22,Argentina,Chile,4.0,1.0,0
560,Friendly,1919-05-24,Paraguay,Argentina,1.0,2.0,1
561,Copa América,1919-05-26,Brazil,Uruguay,2.0,2.0,1
562,Copa América,1919-05-29,Brazil,Uruguay,1.0,0.0,1
563,Friendly,1919-05-29,Sweden,Finland,1.0,0.0,1
564,Friendly,1919-06-01,Brazil,Argentina,3.0,3.0,1
565,Friendly,1919-06-05,Denmark,Sweden,3.0,0.0,1
566,Friendly,1919-06-09,Netherlands,Sweden,3.0,1.0,1
567,Friendly,1919-06-12,Denmark,Norway,5.0,1.0,1
568,Inter-Allied Games,1919-06-24,France,Romania,4.0,0.0,1
569,Inter-Allied Games,1919-06-24,Czechoslovakia,Belgium,4.0,1.0,0
570,Inter-Allied Games,1919-06-25,Italy,Greece,9.0,0.0,0
571,Inter-Allied Games,1919-06-25,United States,Canada,5.0,4.0,0
572,Inter-Allied Games,1919-06-26,Italy,Romania,7.0,1.0,0
573,Inter-Allied Games,1919-06-26,France,Greece,11.0,0.0,1
574,Inter-Allied Games,1919-06-26,Czechoslovakia,United States,8.0,2.0,0
575,Inter-Allied Games,1919-06-26,Belgium,Canada,5.0,2.0,0
576,Inter-Allied Games,1919-06-28,Greece,Romania,3.0,2.0,0
577,Inter-Allied Games,1919-06-28,France,Italy,2.0,0.0,1
578,Inter-Allied Games,1919-06-28,Czechoslovakia,Canada,3.0,2.0,0
579,Inter-Allied Games,1919-06-28,Belgium,United States,7.0,0.0,0
580,Inter-Allied Games,1919-06-29,France,Czechoslovakia,2.0,3.0,1
581,Friendly,1919-06-29,Norway,Sweden,4.0,3.0,1
582,Copa Premio Honor Uruguayo,1919-07-18,Uruguay,Argentina,4.0,1.0,1
583,Friendly,1919-08-24,Sweden,Netherlands,4.0,1.0,1
584,Copa Newton,1919-08-24,Uruguay,Argentina,2.0,1.0,1
585,Friendly,1919-08-31,Norway,Netherlands,1.0,1.0,1
586,Copa Lipton,1919-09-07,Argentina,Uruguay,1.0,2.0,1
587,Friendly,1919-09-14,Sweden,Norway,1.0,5.0,1
588,Friendly,1919-09-21,Norway,Denmark,3.0,2.0,1
589,Friendly,1919-09-28,Finland,Sweden,3.0,3.0,1
590,Friendly,1919-10-05,Austria,Hungary,2.0,0.0,1
591,Friendly,1919-10-12,Sweden,Denmark,3.0,0.0,1
592,Copa Premio Honor Argentino,1919-10-19,Argentina,Uruguay,6.0,1.0,1
593,British Home Championship,1919-10-25,Northern Ireland,England,1.0,1.0,1
594,Friendly,1919-11-09,Hungary,Austria,3.0,2.0,1
595,Friendly,1919-12-07,Uruguay,Argentina,4.0,2.0,1
596,Friendly,1920-01-18,Italy,France,9.0,4.0,1
597,British Home Championship,1920-02-14,Northern Ireland,Wales,2.0,2.0,1
598,British Home Championship,1920-02-26,Wales,Scotland,1.0,1.0,1
599,Friendly,1920-02-29,Switzerland,France,0.0,2.0,1
600,British Home Championship,1920-03-13,Scotland,Northern Ireland,3.0,0.0,1
601,British Home Championship,1920-03-15,England,Wales,1.0,2.0,1
602,Friendly,1920-03-28,France,Belgium,2.0,1.0,1
603,Friendly,1920-03-28,Switzerland,Italy,3.0,0.0,1
604,Friendly,1920-04-05,Netherlands,Denmark,2.0,0.0,1
605,British Home Championship,1920-04-10,England,Scotland,5.0,4.0,1
606,Muratti Vase,1920-04-15,Guernsey,Jersey,1.0,0.0,1
607,Muratti Vase,1920-04-29,Alderney,Guernsey,1.0,0.0,0
608,Friendly,1920-05-02,Austria,Hungary,2.0,2.0,1
609,Friendly,1920-05-13,Italy,Netherlands,1.0,1.0,1
610,Friendly,1920-05-16,Switzerland,Netherlands,2.0,1.0,1
611,Friendly,1920-05-30,Sweden,Finland,4.0,0.0,1
612,Friendly,1920-06-06,Sweden,Switzerland,0.0,1.0,1
613,Friendly,1920-06-13,Norway,Denmark,1.0,1.0,1
614,Friendly,1920-06-27,Norway,Sweden,0.0,3.0,1
615,Friendly,1920-06-27,Switzerland,Germany,4.0,1.0,1
616,Copa Premio Honor Uruguayo,1920-07-18,Uruguay,Argentina,2.0,0.0,1
617,Copa Newton,1920-07-25,Argentina,Uruguay,1.0,3.0,1
618,Copa Premio Honor Argentino,1920-08-08,Argentina,Uruguay,1.0,0.0,1
619,Olympic Games,1920-08-28,Czechoslovakia,Yugoslavia,7.0,0.0,0
620,Olympic Games,1920-08-28,Spain,Denmark,1.0,0.0,0
621,Olympic Games,1920-08-28,Italy,Egypt,2.0,1.0,0
622,Olympic Games,1920-08-28,Netherlands,Luxembourg,3.0,0.0,0
623,Olympic Games,1920-08-28,Sweden,Greece,9.0,0.0,0
624,Olympic Games,1920-08-29,Netherlands,Sweden,5.0,4.0,0
625,Olympic Games,1920-08-29,Czechoslovakia,Norway,4.0,0.0,0
626,Olympic Games,1920-08-29,France,Italy,3.0,1.0,0
627,Olympic Games,1920-08-29,Belgium,Spain,3.0,1.0,1
628,Olympic Games,1920-08-31,France,Czechoslovakia,1.0,4.0,0
629,Olympic Games,1920-08-31,Belgium,Netherlands,3.0,0.0,1
630,Olympic Games,1920-08-31,Italy,Norway,2.0,1.0,0
631,Olympic Games,1920-09-01,Spain,Sweden,2.0,1.0,0
632,Olympic Games,1920-09-02,Belgium,Czechoslovakia,2.0,0.0,1
633,Olympic Games,1920-09-02,Spain,Italy,2.0,0.0,0
634,Friendly,1920-09-03,Egypt,Yugoslavia,4.0,2.0,0
635,Olympic Games,1920-09-05,Spain,Netherlands,3.0,1.0,0
636,Copa América,1920-09-11,Chile,Brazil,0.0,1.0,1
637,Copa América,1920-09-12,Uruguay,Argentina,1.0,1.0,0
638,Copa América,1920-09-18,Brazil,Uruguay,0.0,6.0,0
639,Friendly,1920-09-19,Finland,Sweden,1.0,0.0,1
640,Copa América,1920-09-20,Chile,Argentina,1.0,1.0,1
641,Copa América,1920-09-25,Argentina,Brazil,2.0,0.0,0
642,Friendly,1920-09-26,Austria,Germany,3.0,2.0,1
643,Friendly,1920-09-26,Sweden,Norway,0.0,0.0,1
644,Copa América,1920-10-03,Chile,Uruguay,1.0,2.0,1
645,Friendly,1920-10-10,Sweden,Denmark,0.0,2.0,1
646,Friendly,1920-10-17,Finland,Estonia,6.0,0.0,1
647,British Home Championship,1920-10-23,England,Northern Ireland,2.0,0.0,1
648,Friendly,1920-10-24,Germany,Hungary,1.0,0.0,1
649,Friendly,1920-11-07,Hungary,Austria,1.0,2.0,1
650,Friendly,1921-01-28,Suriname,Guyana,1.0,2.0,1
651,British Home Championship,1921-02-12,Scotland,Wales,2.0,1.0,1
652,Friendly,1921-02-20,France,Italy,1.0,2.0,1
653,British Home Championship,1921-02-26,Northern Ireland,Scotland,0.0,2.0,1
654,Friendly,1921-03-06,Belgium,France,3.0,1.0,1
655,Friendly,1921-03-06,Italy,Switzerland,2.0,1.0,1
656,British Home Championship,1921-03-14,Wales,England,0.0,0.0,1
657,Friendly,1921-03-26,Austria,Sweden,2.0,2.0,1
658,Peace Cup,1921-03-28,Guernsey,Alderney,3.0,0.0,1
659,Friendly,1921-04-03,Catalonia,Provence,4.0,0.0,1
660,Friendly,1921-04-04,Catalonia,Provence,1.0,0.0,1
661,Friendly,1921-04-07,Paraguay,Argentina,3.0,1.0,1
662,Muratti Vase,1921-04-07,Jersey,Alderney,2.0,0.0,1
663,British Home Championship,1921-04-09,Scotland,England,3.0,0.0,1
664,British Home Championship,1921-04-09,Wales,Northern Ireland,2.0,1.0,1
665,Friendly,1921-04-14,Paraguay,Argentina,2.0,2.0,1
666,Friendly,1921-04-24,Austria,Hungary,4.0,1.0,1
667,Muratti Vase,1921-04-28,Guernsey,Jersey,0.0,1.0,1
668,Friendly,1921-05-01,Switzerland,Austria,2.0,2.0,1
669,Friendly,1921-05-05,Belgium,Italy,2.0,3.0,1
670,Friendly,1921-05-05,Germany,Austria,3.0,3.0,1
671,Friendly,1921-05-08,Netherlands,Italy,2.0,2.0,1
672,Friendly,1921-05-15,Belgium,Netherlands,1.0,1.0,1
673,Friendly,1921-05-21,Belgium,England,0.0,2.0,1
674,Friendly,1921-05-25,Norway,Finland,3.0,2.0,1
675,Friendly,1921-05-29,Sweden,Finland,0.0,3.0,1
676,Friendly,1921-05-30,Japan,Philippines,0.0,3.0,0
677,Far Eastern Championship Games,1921-05-30,Philippines,Japan,3.0,1.0,0
678,Far Eastern Championship Games,1921-05-31,China,Philippines,1.0,0.0,1
679,Far Eastern Championship Games,1921-06-01,China,Japan,4.0,0.0,1
680,Open International Championship,1921-06-03,China,Japan,3.0,0.0,1
681,Friendly,1921-06-05,Hungary,Germany,3.0,0.0,1
682,Friendly,1921-06-12,Denmark,Netherlands,1.0,1.0,1
683,Friendly,1921-06-19,Norway,Sweden,3.0,1.0,1
684,Friendly,1921-07-09,Canada,Scotland,0.0,1.0,1
685,Friendly,1921-07-22,Estonia,Sweden,0.0,0.0,1
686,Friendly,1921-07-24,Sweden,Austria,1.0,3.0,1
687,Friendly,1921-07-31,Finland,Austria,2.0,3.0,1
688,Friendly,1921-08-28,Estonia,Finland,0.0,3.0,1
689,Friendly,1921-09-14,Costa Rica,El Salvador,7.0,0.0,0
690,Friendly,1921-09-18,Finland,Germany,3.0,3.0,1
691,Friendly,1921-09-18,Guatemala,Costa Rica,0.0,6.0,1
692,Friendly,1921-09-18,Sweden,Norway,0.0,3.0,1
693,Copa América,1921-10-02,Argentina,Brazil,1.0,0.0,1
694,Friendly,1921-10-02,Denmark,Norway,3.0,1.0,1
695,Copa América,1921-10-09,Paraguay,Uruguay,2.0,1.0,0
696,Friendly,1921-10-09,Sweden,Denmark,0.0,0.0,1
697,Copa América,1921-10-12,Brazil,Paraguay,3.0,0.0,0
698,Copa América,1921-10-16,Argentina,Paraguay,3.0,0.0,1
699,British Home Championship,1921-10-22,Northern Ireland,England,1.0,1.0,1
700,Copa América,1921-10-23,Brazil,Uruguay,1.0,2.0,0
701,Friendly,1921-10-28,Czechoslovakia,Yugoslavia,6.0,1.0,1
702,Copa América,1921-10-30,Argentina,Uruguay,1.0,0.0,1
703,Friendly,1921-11-02,Uruguay,Paraguay,4.0,2.0,1
704,Friendly,1921-11-06,Hungary,Sweden,4.0,2.0,1
705,Friendly,1921-11-06,Switzerland,Italy,1.0,1.0,1
706,Friendly,1921-11-13,Czechoslovakia,Sweden,2.0,2.0,1
707,Friendly,1921-11-13,France,Netherlands,0.0,5.0,1
708,Friendly,1921-12-18,Hungary,Poland,1.0,0.0,1
709,Friendly,1921-12-18,Spain,Portugal,3.0,1.0,1
710,Friendly,1922-01-15,France,Belgium,2.0,1.0,1
711,Friendly,1922-01-15,Italy,Austria,3.0,3.0,1
712,British Home Championship,1922-02-04,Wales,Scotland,2.0,1.0,1
713,Friendly,1922-02-26,Italy,Czechoslovakia,1.0,1.0,1
714,British Home Championship,1922-03-04,Scotland,Northern Ireland,2.0,1.0,1
715,Friendly,1922-03-12,Brittany,Luxembourg,1.0,0.0,1
716,British Home Championship,1922-03-13,England,Wales,1.0,0.0,1
717,Friendly,1922-03-26,Belgium,Netherlands,4.0,0.0,1
718,Friendly,1922-03-26,Germany,Switzerland,2.0,2.0,1
719,Muratti Vase,1922-04-06,Guernsey,Alderney,8.0,0.0,1
720,British Home Championship,1922-04-08,England,Scotland,0.0,1.0,1
721,Friendly,1922-04-15,Belgium,Denmark,0.0,0.0,1
722,Friendly,1922-04-17,Netherlands,Denmark,2.0,0.0,1
723,Peace Cup,1922-04-17,Guernsey,Alderney,3.0,1.0,1
724,Friendly,1922-04-23,Austria,Germany,0.0,2.0,1
725,Muratti Vase,1922-04-27,Jersey,Guernsey,1.0,2.0,1
726,Friendly,1922-04-30,France,Spain,0.0,4.0,1
727,Friendly,1922-04-30,Hungary,Austria,1.0,1.0,1
728,Friendly,1922-05-07,Netherlands,Belgium,1.0,2.0,1
729,Friendly,1922-05-14,Poland,Hungary,0.0,3.0,1
730,Friendly,1922-05-21,Italy,Belgium,4.0,2.0,1
731,Friendly,1922-05-25,Norway,Northern Ireland,2.0,1.0,1
732,Friendly,1922-05-28,Sweden,Poland,1.0,2.0,1
733,Friendly,1922-06-05,Finland,Sweden,1.0,4.0,1
734,Friendly,1922-06-08,Yugoslavia,Romania,1.0,2.0,1
735,Friendly,1922-06-11,Austria,Switzerland,7.0,1.0,1
736,Friendly,1922-06-11,Denmark,Czechoslovakia,0.0,3.0,1
737,Friendly,1922-06-11,Norway,France,7.0,0.0,1
738,Friendly,1922-06-15,Hungary,Switzerland,1.0,1.0,1
739,Soccer Ashes,1922-06-17,New Zealand,Australia,3.0,1.0,1
740,Soccer Ashes,1922-06-24,New Zealand,Australia,1.0,1.0,1
741,Friendly,1922-06-28,Yugoslavia,Czechoslovakia,4.0,3.0,1
742,Friendly,1922-07-02,Germany,Hungary,0.0,0.0,1
743,Soccer Ashes,1922-07-08,New Zealand,Australia,3.0,1.0,1
744,Friendly,1922-07-09,Sweden,Hungary,1.0,1.0,1
745,Friendly,1922-07-13,Finland,Hungary,1.0,5.0,1
746,Friendly,1922-07-16,Argentina,Basque Country,4.0,0.0,1
747,Friendly,1922-07-20,Uruguay,Basque Country,3.0,1.0,1
748,Friendly,1922-07-27,Argentina,Basque Country,3.0,1.0,1
749,Friendly,1922-08-11,Finland,Estonia,10.0,2.0,1
750,Friendly,1922-08-13,Sweden,Czechoslovakia,0.0,2.0,1
751,Friendly,1922-08-23,Sweden,Norway,0.0,0.0,1
752,Friendly,1922-08-26,Finland,Norway,1.0,3.0,1
753,Friendly,1922-09-03,Romania,Poland,1.0,1.0,1
754,Friendly,1922-09-10,Norway,Denmark,3.0,3.0,1
755,Copa América,1922-09-17,Brazil,Chile,1.0,1.0,1
756,Copa América,1922-09-23,Chile,Uruguay,0.0,2.0,0
757,Friendly,1922-09-24,Austria,Hungary,2.0,2.0,1
758,Copa América,1922-09-24,Brazil,Paraguay,1.0,1.0,1
759,Friendly,1922-09-24,Latvia,Estonia,1.0,1.0,1
760,Friendly,1922-09-24,Norway,Sweden,0.0,5.0,1
761,Copa América,1922-09-28,Argentina,Chile,4.0,0.0,0
762,Copa América,1922-10-01,Brazil,Uruguay,0.0,0.0,1
763,Friendly,1922-10-01,Denmark,Sweden,1.0,2.0,1
764,Friendly,1922-10-01,Yugoslavia,Poland,1.0,3.0,1
765,Copa América,1922-10-05,Chile,Paraguay,0.0,3.0,0
766,Copa América,1922-10-08,Argentina,Uruguay,0.0,1.0,0
767,Copa América,1922-10-12,Paraguay,Uruguay,1.0,0.0,0
768,Copa América,1922-10-15,Brazil,Argentina,2.0,0.0,1
769,Copa América,1922-10-18,Argentina,Paraguay,2.0,0.0,0
770,British Home Championship,1922-10-21,England,Northern Ireland,2.0,0.0,1
771,Friendly,1922-10-22,Argentina,Chile,1.0,0.0,1
772,Copa Roca,1922-10-22,Brazil,Argentina,2.0,1.0,1
773,Friendly,1922-10-29,Brazil,Paraguay,3.0,1.0,1
774,Copa América,1922-11-06,Brazil,Paraguay,3.0,0.0,1
